ts,open,high,low,close,volume,datetime
1730930400000,75890.0,76035.5,75519.94,75638.49,1348.01515,2024-11-06 22:00:00
1730934000000,75638.5,75837.47,75552.78,75571.99,1015.70054,2024-11-06 23:00:00
1730937600000,75571.99,75643.64,75050.0,75349.08,1516.93383,2024-11-07 00:00:00
1730941200000,75349.07,76022.79,75228.0,75386.0,2770.57793,2024-11-07 01:00:00
1730944800000,75386.0,75458.0,75141.51,75276.01,1461.71324,2024-11-07 02:00:00
1730948400000,75276.01,75392.67,75003.83,75048.01,1421.02719,2024-11-07 03:00:00
1730952000000,75048.01,75048.01,74611.5,74707.34,2079.7949,2024-11-07 04:00:00
1730955600000,74707.34,74889.5,74670.0,74755.49,891.77676,2024-11-07 05:00:00
1730959200000,74755.49,74831.07,74416.0,74768.27,1407.37166,2024-11-07 06:00:00
1730962800000,74768.28,74964.87,74673.67,74757.58,1056.17171,2024-11-07 07:00:00
1730966400000,74757.58,75150.0,74649.54,75150.0,1308.84009,2024-11-07 08:00:00
1730970000000,75149.99,75150.11,74809.63,74916.76,698.93967,2024-11-07 09:00:00
1730973600000,74916.76,75040.0,74766.0,75031.2,919.92356,2024-11-07 10:00:00
1730977200000,75031.2,75043.5,74691.74,74746.0,838.72131,2024-11-07 11:00:00
1730980800000,74745.99,75118.0,74726.0,74991.88,662.91433,2024-11-07 12:00:00
1730984400000,74991.88,75038.0,74601.63,74672.53,918.6513,2024-11-07 13:00:00
1730988000000,74672.54,75000.0,74512.19,74822.0,2268.50726,2024-11-07 14:00:00
1730991600000,74822.0,76059.69,74675.05,76059.69,3749.87711,2024-11-07 15:00:00
1730995200000,76059.68,76200.0,75555.17,75893.99,3155.37329,2024-11-07 16:00:00
1730998800000,75893.98,76466.48,75739.9,76257.89,3177.19993,2024-11-07 17:00:00
1731002400000,76257.9,76718.99,75671.09,76604.01,4375.304665,2024-11-07 18:00:00
1731006000000,76604.0,76612.0,75906.56,76530.39,3142.40554,2024-11-07 19:00:00
1731009600000,76530.4,76849.99,76268.52,76431.48,3091.90956,2024-11-07 20:00:00
1731013200000,76431.49,76572.0,75860.0,75876.49,1454.73559,2024-11-07 21:00:00
1731016800000,75876.49,75984.0,75494.0,75872.0,1284.07366,2024-11-07 22:00:00
1731020400000,75872.0,76079.8,75700.0,75857.89,1216.67826,2024-11-07 23:00:00
1731024000000,75857.89,76358.0,75844.99,76005.25,1567.30594,2024-11-08 00:00:00
1731027600000,76005.24,76329.63,75832.14,75983.91,1139.43516,2024-11-08 01:00:00
1731031200000,75983.91,76020.0,75652.65,75711.14,709.19516,2024-11-08 02:00:00
